shot_id,loc_x,loc_y,shot_distance,shot_zone_area,playoffs,period,minutes_remaining,seconds_remaining,shot_type,action_type,t1,t2,t3,t4,t5,t6
8953,182,31,18,1,0,1,10,48,2,0,1,0,0,0,0,0
8954,0,0,0,0,0,1,8,47,2,1,0,1,0,0,0,0
8955,-168,217,27,4,0,1,8,32,3,0,1,0,0,0,0,0
8956,151,210,25,2,0,1,6,50,3,0,1,0,0,0,0,0
8957,177,199,26,2,0,1,6,19,3,0,1,0,0,0,0,0
8958,-103,99,14,3,0,1,3,46,2,1,0,1,0,0,0,0
8959,-159,201,25,4,0,1,1,52,3,0,1,0,0,0,0,0
8960,0,0,0,0,0,1,0,11,2,1,0,1,0,0,0,0
8961,-110,158,19,4,0,2,7,15,2,0,1,0,0,0,0,0
8962,0,0,0,0,0,2,6,45,2,1,0,1,0,0,0,0
8963,0,0,0,0,0,2,6,16,2,1,0,1,0,0,0,0
8964,225,87,24,1,0,2,5,27,3,0,1,0,0,0,0,0
8965,0,0,0,0,0,2,2,25,2,1,0,1,0,0,0,0
8966,143,227,26,2,0,2,1,59,3,0,1,0,0,0,0,0
8967,0,0,0,0,0,3,8,16,2,1,0,1,0,0,0,0
8968,108,230,25,2,0,3,7,46,3,0,1,0,0,0,0,0
8969,-130,81,15,3,0,3,5,24,2,0,1,0,0,0,0,0
8970,-54,71,8,3,0,3,4,53,2,0,1,0,0,0,0,0
8971,0,0,0,0,0,3,2,58,2,1,0,1,0,0,0,0
8972,0,0,0,0,0,3,0,28,2,1,0,1,0,0,0,0
8973,-184,209,27,4,0,4,3,28,3,0,1,0,0,0,0,0
8974,36,46,5,0,0,4,0,25,2,0,1,0,0,0,0,0
8975,-84,194,21,4,0,4,0,0,2,0,1,0,0,0,0,0
8976,74,135,15,0,0,1,11,29,2,0,1,0,0,0,0,0
8977,0,0,0,0,0,1,3,45,2,1,0,1,0,0,0,0
8978,-181,161,24,4,0,1,0,30,3,0,1,0,0,0,0,0
8979,154,68,16,1,0,2,5,23,2,0,1,0,0,0,0,0
8980,-141,212,25,4,0,2,0,29,3,0,1,0,0,0,0,0
8981,-107,151,18,4,0,2,0,1,2,0,1,0,0,0,0,0
8982,174,176,24,2,0,3,7,46,3,0,1,0,0,0,0,0
8983,-158,201,25,4,0,3,6,47,3,0,1,0,0,0,0,0
8984,159,-23,16,1,0,3,3,18,2,0,1,0,0,0,0,0
8985,-172,36,17,3,0,4,9,35,2,0,1,0,0,0,0,0
8986,151,232,27,2,0,4,7,26,3,0,1,0,0,0,0,0
8987,79,191,20,2,0,4,7,6,2,0,1,0,0,0,0,0
8988,-10,35,3,0,0,4,6,5,2,5,0,0,0,0,0,1
8989,-62,199,20,0,0,4,5,8,2,0,1,0,0,0,0,0
8990,204,141,24,2,0,4,4,26,3,0,1,0,0,0,0,0
8991,195,202,28,2,0,4,3,16,3,0,1,0,0,0,0,0
8992,0,0,0,0,0,4,2,27,2,1,0,1,0,0,0,0
8993,102,184,21,2,0,4,1,53,2,0,1,0,0,0,0,0
8994,-108,220,24,4,0,4,0,31,3,0,1,0,0,0,0,0
8995,187,229,29,2,0,4,0,14,3,0,1,0,0,0,0,0
8996,218,122,24,2,0,1,1,13,3,0,1,0,0,0,0,0
8997,179,26,18,1,0,1,0,28,2,0,1,0,0,0,0,0
8998,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0
8999,-123,-1,12,3,0,2,8,21,2,0,1,0,0,0,0,0
9000,146,109,18,2,0,2,6,59,2,0,1,0,0,0,0,0
9001,11,33,3,0,0,2,6,23,2,1,0,1,0,0,0,0
9002,212,0,21,1,0,2,6,19,2,0,1,0,0,0,0,0
9003,0,0,0,0,0,2,6,6,2,1,0,1,0,0,0,0
9004,-168,174,24,4,0,2,5,40,3,0,1,0,0,0,0,0
9005,0,0,0,0,0,2,4,45,2,2,0,0,1,0,0,0
9006,92,146,17,2,0,2,2,30,2,0,1,0,0,0,0,0
9007,69,22,7,0,0,2,2,2,2,0,1,0,0,0,0,0
9008,-163,148,22,4,0,2,0,50,2,0,1,0,0,0,0,0
9009,0,199,19,0,0,3,11,6,2,0,1,0,0,0,0,0
9010,-204,36,20,3,0,3,10,34,2,0,1,0,0,0,0,0
9011,66,233,24,0,0,3,10,8,3,0,1,0,0,0,0,0
9012,-187,68,19,3,0,3,9,4,2,0,1,0,0,0,0,0
9013,-54,133,14,0,0,3,7,13,2,1,0,1,0,0,0,0
9014,-166,161,23,4,0,3,6,23,2,0,1,0,0,0,0,0
9015,54,209,21,0,0,3,4,46,2,0,1,0,0,0,0,0
9016,-222,140,26,4,0,3,2,2,3,0,1,0,0,0,0,0
9017,67,219,22,0,0,4,6,32,2,0,1,0,0,0,0,0
9018,-54,23,5,0,0,4,4,48,2,1,0,1,0,0,0,0
9019,26,204,20,0,0,4,3,20,2,0,1,0,0,0,0,0
9020,16,89,9,0,0,4,2,46,2,0,1,0,0,0,0,0
9021,-138,206,24,4,0,4,0,46,3,0,1,0,0,0,0,0
9022,-194,153,24,4,0,4,0,4,3,0,1,0,0,0,0,0
9023,212,79,22,1,0,1,11,39,2,0,1,0,0,0,0,0
9024,125,151,19,2,0,1,4,47,2,0,1,0,0,0,0,0
9025,179,197,26,2,0,1,4,33,3,0,1,0,0,0,0,0
9026,-238,-14,23,3,0,1,4,8,3,0,1,0,0,0,0,0
9027,-130,74,14,3,0,1,2,41,2,0,1,0,0,0,0,0
9028,164,-1,16,1,0,1,2,7,2,0,1,0,0,0,0,0
9029,15,61,6,0,0,1,1,3,2,0,1,0,0,0,0,0
9030,-204,-1,20,3,0,1,0,2,2,0,1,0,0,0,0,0
9031,-161,242,29,4,0,1,0,0,3,0,1,0,0,0,0,0
9032,140,146,20,2,0,2,9,22,2,0,1,0,0,0,0,0
9033,186,-3,18,1,0,2,8,7,2,0,1,0,0,0,0,0
9034,-62,187,19,4,0,2,7,12,2,0,1,0,0,0,0,0
9035,151,199,24,2,0,3,11,15,3,0,1,0,0,0,0,0
9036,181,2,18,1,0,3,9,59,2,0,1,0,0,0,0,0
9037,31,31,4,0,0,3,9,24,2,0,1,0,0,0,0,0
9038,156,209,26,2,0,3,9,7,3,0,1,0,0,0,0,0
9039,-75,158,17,4,0,3,4,14,2,0,1,0,0,0,0,0
9040,-13,10,1,0,0,3,2,51,2,1,0,1,0,0,0,0
9041,148,110,18,2,0,3,1,48,2,0,1,0,0,0,0,0
9042,161,206,26,2,0,3,0,59,3,0,1,0,0,0,0,0
9043,158,209,26,2,0,3,0,15,3,0,1,0,0,0,0,0
9044,167,10,16,1,0,4,9,17,2,0,1,0,0,0,0,0
9045,125,238,26,2,0,4,8,59,3,0,1,0,0,0,0,0
9046,-20,10,2,0,0,4,8,37,2,4,0,0,0,0,1,0
9047,-169,141,22,4,0,4,7,49,2,0,1,0,0,0,0,0
9048,71,72,10,1,0,4,6,21,2,0,1,0,0,0,0,0
9049,130,74,14,1,0,4,5,2,2,0,1,0,0,0,0,0
9050,8,176,17,0,0,4,2,50,2,0,1,0,0,0,0,0
9051,186,-5,18,1,0,4,1,56,2,0,1,0,0,0,0,0
9052,103,76,12,1,0,1,8,55,2,1,0,1,0,0,0,0
9053,0,0,0,0,0,1,6,53,2,1,0,1,0,0,0,0
9054,-20,202,20,0,0,1,5,32,2,0,1,0,0,0,0,0
9055,-138,130,18,4,0,1,3,2,2,0,1,0,0,0,0,0
9056,163,18,16,1,0,1,2,28,2,0,1,0,0,0,0,0
9057,8,31,3,0,0,1,1,28,2,1,0,1,0,0,0,0
9058,-13,128,12,0,0,1,0,47,2,0,1,0,0,0,0,0
9059,-66,71,9,3,0,1,0,28,2,0,1,0,0,0,0,0
9060,143,150,20,2,0,2,7,36,2,0,1,0,0,0,0,0
9061,0,0,0,0,0,2,6,33,2,1,0,1,0,0,0,0
9062,128,237,26,2,0,2,6,29,3,0,1,0,0,0,0,0
9063,-97,135,16,4,0,3,11,11,2,0,1,0,0,0,0,0
9064,107,179,20,2,0,3,9,14,2,0,1,0,0,0,0,0
9065,158,242,28,2,0,3,8,39,3,0,1,0,0,0,0,0
9066,161,2,16,1,0,3,6,55,2,0,1,0,0,0,0,0
9067,-133,155,20,4,0,3,6,24,2,0,1,0,0,0,0,0
9068,-118,17,11,3,0,3,5,1,2,0,1,0,0,0,0,0
9069,128,229,26,2,0,3,4,32,3,0,1,0,0,0,0,0
9070,144,71,16,1,0,4,8,26,2,0,1,0,0,0,0,0
9071,0,0,0,0,0,4,6,46,2,2,0,0,1,0,0,0
9072,97,33,10,1,0,4,5,28,2,0,1,0,0,0,0,0
9073,194,5,19,1,0,4,5,25,2,0,1,0,0,0,0,0
9074,0,0,0,0,0,4,4,52,2,1,0,1,0,0,0,0
9075,-48,112,12,0,0,4,4,39,2,0,1,0,0,0,0,0
9076,126,155,19,2,0,4,4,9,2,0,1,0,0,0,0,0
9077,-97,-5,9,3,0,4,3,36,2,0,1,0,0,0,0,0
9078,0,0,0,0,0,1,5,30,2,1,0,1,0,0,0,0
9079,0,0,0,0,0,1,5,4,2,2,0,0,1,0,0,0
9080,128,112,17,2,0,1,3,15,2,0,1,0,0,0,0,0
9081,-182,-13,18,3,0,1,2,47,2,0,1,0,0,0,0,0
9082,0,0,0,0,0,1,2,37,2,1,0,1,0,0,0,0
9083,43,45,6,0,0,1,2,7,2,0,1,0,0,0,0,0
9084,121,233,26,2,0,1,0,20,3,0,1,0,0,0,0,0
9085,-158,95,18,3,0,2,6,29,2,0,1,0,0,0,0,0
9086,0,0,0,0,0,2,5,55,2,1,0,1,0,0,0,0
9087,11,204,20,0,0,2,5,26,2,0,1,0,0,0,0,0
9088,-64,51,8,3,0,2,2,7,2,0,1,0,0,0,0,0
9089,-138,30,14,3,0,2,0,37,2,0,1,0,0,0,0,0
9090,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0
9091,-189,107,21,3,0,3,10,14,2,0,1,0,0,0,0,0
9092,0,0,0,0,0,3,9,50,2,4,0,0,0,0,1,0
9093,-195,112,22,3,0,3,9,12,2,0,1,0,0,0,0,0
9094,75,17,7,0,0,3,8,47,2,0,1,0,0,0,0,0
9095,138,-5,13,1,0,3,7,43,2,0,1,0,0,0,0,0
9096,0,0,0,0,0,3,6,46,2,1,0,1,0,0,0,0
9097,-99,-18,10,3,0,3,6,5,2,0,1,0,0,0,0,0
9098,23,199,20,0,0,3,5,19,2,0,1,0,0,0,0,0
9099,0,0,0,0,0,3,4,54,2,1,0,1,0,0,0,0
9100,0,0,0,0,0,3,3,18,2,1,0,1,0,0,0,0
9101,-10,265,26,0,0,3,1,6,3,0,1,0,0,0,0,0
9102,151,15,15,1,0,3,0,0,2,0,1,0,0,0,0,0
9103,-189,212,28,4,0,4,6,10,3,0,1,0,0,0,0,0
9104,159,210,26,2,0,4,4,25,2,0,1,0,0,0,0,0
9105,-72,247,25,0,0,4,3,49,3,0,1,0,0,0,0,0
9106,80,258,27,0,0,4,3,8,3,0,1,0,0,0,0,0
9107,-103,245,26,4,0,4,2,33,3,0,1,0,0,0,0,0
9108,11,252,25,0,0,4,1,38,3,0,1,0,0,0,0,0
9109,-200,138,24,4,0,4,0,10,3,0,1,0,0,0,0,0
9110,126,148,19,2,0,1,11,23,2,0,1,0,0,0,0,0
9111,0,0,0,0,0,1,11,1,2,1,0,1,0,0,0,0
9112,-75,132,15,0,0,1,10,37,2,0,1,0,0,0,0,0
9113,6,209,20,0,0,1,10,0,2,0,1,0,0,0,0,0
9114,97,110,14,1,0,1,6,5,2,0,1,0,0,0,0,0
9115,-148,206,25,4,0,1,5,47,3,0,1,0,0,0,0,0
9116,171,3,17,1,0,1,4,55,2,0,1,0,0,0,0,0
9117,-161,99,18,3,0,1,1,55,2,0,1,0,0,0,0,0
9118,-199,183,27,4,0,1,1,23,3,0,1,0,0,0,0,0
9119,117,22,11,1,0,2,7,22,2,0,1,0,0,0,0,0
9120,0,0,0,0,0,2,4,25,2,1,0,1,0,0,0,0
9121,-92,186,20,4,0,2,4,3,2,0,1,0,0,0,0,0
9122,0,0,0,0,0,2,2,43,2,1,0,1,0,0,0,0
9123,-141,214,25,4,0,2,1,39,3,0,1,0,0,0,0,0
9124,120,209,24,2,0,3,11,6,3,0,1,0,0,0,0,0
9125,0,0,0,0,0,3,10,6,2,1,0,1,0,0,0,0
9126,0,0,0,0,0,3,10,3,2,1,0,1,0,0,0,0
9127,-34,56,6,0,0,3,7,48,2,0,1,0,0,0,0,0
9128,0,0,0,0,0,3,6,40,2,1,0,1,0,0,0,0
9129,0,0,0,0,0,3,6,15,2,1,0,1,0,0,0,0
9130,118,219,24,2,0,3,5,33,3,0,1,0,0,0,0,0
9131,-176,45,18,3,0,3,5,5,2,0,1,0,0,0,0,0
9132,117,71,13,1,0,4,10,59,2,0,1,0,0,0,0,0
9133,133,171,21,2,0,4,8,12,2,0,1,0,0,0,0,0
9134,-56,56,7,0,0,4,7,49,2,0,1,0,0,0,0,0
9135,-159,58,16,3,0,4,7,9,2,0,1,0,0,0,0,0
9136,56,77,9,1,0,4,5,54,2,0,1,0,0,0,0,0
9137,207,2,20,1,0,4,5,9,2,0,1,0,0,0,0,0
9138,0,0,0,0,0,4,4,47,2,2,0,0,1,0,0,0
9139,-207,100,22,3,0,4,3,31,2,0,1,0,0,0,0,0
9140,56,232,23,0,0,4,2,19,3,0,1,0,0,0,0,0
9141,163,69,17,1,0,4,1,38,2,0,1,0,0,0,0,0
9142,189,20,19,1,0,4,0,59,2,0,1,0,0,0,0,0
9143,-97,56,11,3,0,1,6,3,2,0,1,0,0,0,0,0
9144,3,36,3,0,0,1,3,11,2,0,1,0,0,0,0,0
9145,136,82,15,1,0,1,1,58,2,0,1,0,0,0,0,0
9146,-169,176,24,4,0,1,0,24,3,0,1,0,0,0,0,0
9147,44,31,5,0,0,1,0,2,2,1,0,1,0,0,0,0
9148,-126,100,16,4,0,2,11,47,2,0,1,0,0,0,0,0
9149,118,17,11,1,0,2,10,46,2,0,1,0,0,0,0,0
9150,-3,0,0,0,0,2,10,20,2,1,0,1,0,0,0,0
9151,-5,0,0,0,0,2,9,2,2,1,0,1,0,0,0,0
9152,-120,187,22,4,0,2,4,52,2,0,1,0,0,0,0,0
9153,0,-3,0,0,0,2,4,12,2,1,0,1,0,0,0,0
9154,213,109,23,2,0,2,2,26,3,0,1,0,0,0,0,0
9155,-25,288,28,0,0,2,1,38,3,0,1,0,0,0,0,0
9156,161,95,18,1,0,2,1,0,2,0,1,0,0,0,0,0
9157,146,66,16,1,0,2,0,0,2,0,1,0,0,0,0,0
9158,85,132,15,1,0,3,10,2,2,0,1,0,0,0,0,0
9159,148,77,16,1,0,3,7,21,2,0,1,0,0,0,0,0
9160,52,123,13,0,0,3,5,6,2,0,1,0,0,0,0,0
9161,47,49,6,0,0,3,3,5,2,0,1,0,0,0,0,0
9162,192,169,25,2,0,3,1,31,3,0,1,0,0,0,0,0
9163,-18,95,9,0,0,4,11,1,2,0,1,0,0,0,0,0
9164,121,87,14,1,0,4,8,24,2,0,1,0,0,0,0,0
9165,-2,15,1,0,0,4,7,18,2,1,0,1,0,0,0,0
9166,-6,10,1,0,0,4,6,45,2,1,0,1,0,0,0,0
9167,138,-6,13,1,0,4,5,8,2,0,1,0,0,0,0,0
9168,164,179,24,2,0,4,3,45,3,0,1,0,0,0,0,0
9169,-11,7,1,0,0,4,3,27,2,2,0,0,1,0,0,0
9170,148,95,17,1,0,4,2,52,2,0,1,0,0,0,0,0
9171,126,87,15,1,0,4,2,29,2,0,1,0,0,0,0,0
9172,-148,135,20,4,0,1,6,21,2,0,1,0,0,0,0,0
9173,182,123,21,1,0,1,4,34,2,0,1,0,0,0,0,0
9174,0,225,22,0,0,1,1,50,2,0,1,0,0,0,0,0
9175,-118,137,18,4,0,1,1,17,2,0,1,0,0,0,0,0
9176,0,0,0,0,0,1,0,56,2,1,0,1,0,0,0,0
9177,189,174,25,2,0,2,11,28,3,0,1,0,0,0,0,0
9178,199,169,26,2,0,2,10,50,3,0,1,0,0,0,0,0
9179,-159,220,27,4,0,2,10,18,3,0,1,0,0,0,0,0
9180,161,202,25,2,0,2,8,25,3,0,1,0,0,0,0,0
9181,49,166,17,0,0,2,5,27,2,0,1,0,0,0,0,0
9182,151,120,19,2,0,2,4,45,2,0,1,0,0,0,0,0
9183,0,0,0,0,0,2,4,16,2,4,0,0,0,0,1,0
9184,0,0,0,0,0,2,3,44,2,1,0,1,0,0,0,0
9185,-182,132,22,3,0,2,3,8,2,0,1,0,0,0,0,0
9186,11,257,25,0,0,2,0,36,3,0,1,0,0,0,0,0
9187,8,271,27,0,0,2,0,0,3,0,1,0,0,0,0,0
9188,-87,7,8,3,0,3,9,0,2,0,1,0,0,0,0,0
9189,87,252,26,2,0,3,5,9,3,0,1,0,0,0,0,0
9190,0,0,0,0,0,3,2,2,2,1,0,1,0,0,0,0
9191,-51,28,5,0,0,3,1,35,2,0,1,0,0,0,0,0
9192,0,0,0,0,0,3,1,24,2,1,0,1,0,0,0,0
9193,210,156,26,2,0,3,0,1,3,0,1,0,0,0,0,0
9194,0,0,0,0,0,4,5,36,2,1,0,1,0,0,0,0
9195,-181,207,27,4,0,4,3,57,3,0,1,0,0,0,0,0
9196,0,0,0,0,0,4,3,47,2,2,0,0,1,0,0,0
9197,202,178,26,2,0,4,2,19,3,0,1,0,0,0,0,0
9198,230,125,26,2,0,4,0,36,3,0,1,0,0,0,0,0
9199,228,22,22,1,0,4,0,33,3,0,1,0,0,0,0,0
9200,179,183,25,2,0,4,0,22,3,0,1,0,0,0,0,0
9201,113,164,19,2,0,1,10,12,2,0,1,0,0,0,0,0
9202,197,109,22,1,0,1,8,29,2,0,1,0,0,0,0,0
9203,169,138,21,2,0,1,8,25,2,0,1,0,0,0,0,0
9204,0,0,0,0,0,1,3,36,2,2,0,0,1,0,0,0
9205,-57,250,25,0,0,1,2,41,3,0,1,0,0,0,0,0
9206,-99,41,10,3,0,1,1,32,2,0,1,0,0,0,0,0
9207,130,174,21,2,0,2,6,41,2,0,1,0,0,0,0,0
9208,235,10,23,1,0,2,4,28,3,0,1,0,0,0,0,0
9209,131,224,25,2,0,2,3,46,3,0,1,0,0,0,0,0
9210,110,3,11,1,0,2,2,49,2,0,1,0,0,0,0,0
9211,0,0,0,0,0,2,1,25,2,1,0,1,0,0,0,0
9212,-66,46,8,3,0,2,0,0,2,0,1,0,0,0,0,0
9213,15,151,15,0,0,3,10,43,2,0,1,0,0,0,0,0
9214,213,25,21,1,0,3,9,25,2,0,1,0,0,0,0,0
9215,-16,184,18,0,0,3,8,16,2,0,1,0,0,0,0,0
9216,64,69,9,1,0,3,7,43,2,0,1,0,0,0,0,0
9217,-61,255,26,0,0,3,2,46,3,0,1,0,0,0,0,0
9218,-171,7,17,3,0,3,1,18,2,0,1,0,0,0,0,0
9219,-195,-3,19,3,0,4,11,43,2,0,1,0,0,0,0,0
9220,120,104,15,1,0,4,9,51,2,0,1,0,0,0,0,0
9221,-181,128,22,3,0,4,9,34,2,0,1,0,0,0,0,0
9222,11,94,9,0,0,4,7,25,2,0,1,0,0,0,0,0
9223,230,49,23,1,0,4,5,51,3,0,1,0,0,0,0,0
9224,222,151,26,2,0,4,4,20,3,0,1,0,0,0,0,0
9225,-149,-1,14,3,0,4,2,0,2,0,1,0,0,0,0,0
9226,0,0,0,0,0,4,1,55,2,1,0,1,0,0,0,0
9227,156,227,27,2,0,4,1,30,3,0,1,0,0,0,0,0
9228,-77,263,27,0,0,4,1,1,3,0,1,0,0,0,0,0
9229,24,174,17,0,0,1,10,10,2,0,1,0,0,0,0,0
9230,-100,164,19,4,0,1,9,38,2,0,1,0,0,0,0,0
9231,-130,35,13,3,0,1,9,8,2,0,1,0,0,0,0,0
9232,151,242,28,2,0,1,6,52,3,0,1,0,0,0,0,0
9233,0,0,0,0,0,1,0,58,2,1,0,1,0,0,0,0
9234,38,145,14,0,0,2,3,55,2,0,1,0,0,0,0,0
9235,153,26,15,1,0,2,2,23,2,0,1,0,0,0,0,0
9236,123,81,14,1,0,2,1,21,2,0,1,0,0,0,0,0
9237,31,71,7,0,0,2,0,42,2,1,0,1,0,0,0,0
9238,-36,95,10,0,0,3,10,29,2,0,1,0,0,0,0,0
9239,28,49,5,0,0,3,10,9,2,0,1,0,0,0,0,0
9240,0,0,0,0,0,3,9,53,2,2,0,0,1,0,0,0
9241,-66,102,12,3,0,3,9,8,2,0,1,0,0,0,0,0
9242,94,48,10,1,0,3,8,34,2,0,1,0,0,0,0,0
9243,0,0,0,0,0,3,6,12,2,1,0,1,0,0,0,0
9244,87,155,17,2,0,3,1,25,2,0,1,0,0,0,0,0
9245,248,17,24,1,0,4,11,13,3,0,1,0,0,0,0,0
9246,151,2,15,1,0,4,9,57,2,0,1,0,0,0,0,0
9247,92,71,11,1,0,4,8,8,2,0,1,0,0,0,0,0
9248,172,143,22,2,0,4,7,35,2,0,1,0,0,0,0,0
9249,115,245,27,2,0,4,5,4,3,0,1,0,0,0,0,0
9250,-97,199,22,4,0,4,3,46,2,0,1,0,0,0,0,0
9251,176,46,18,1,0,4,2,12,2,0,1,0,0,0,0,0
9252,0,0,0,0,0,4,0,34,2,1,0,1,0,0,0,0
9253,0,0,0,0,0,4,0,6,2,1,0,1,0,0,0,0
9254,-179,36,18,3,0,1,9,11,2,0,1,0,0,0,0,0
9255,125,130,18,2,0,1,4,19,2,0,1,0,0,0,0,0
9256,0,0,0,0,0,1,3,4,2,1,0,1,0,0,0,0
9257,-177,-5,17,3,0,1,2,59,2,0,1,0,0,0,0,0
9258,-154,51,16,3,0,1,2,29,2,0,1,0,0,0,0,0
9259,126,104,16,2,0,1,1,27,2,0,1,0,0,0,0,0
9260,209,206,29,2,0,1,0,4,3,0,1,0,0,0,0,0
9261,-166,5,16,3,0,2,9,30,2,0,1,0,0,0,0,0
9262,148,233,27,2,0,2,3,51,3,0,1,0,0,0,0,0
9263,-143,219,26,4,0,2,1,9,3,0,1,0,0,0,0,0
9264,154,237,28,2,0,2,0,34,3,0,1,0,0,0,0,0
9265,159,120,19,2,0,3,11,13,2,0,1,0,0,0,0,0
9266,121,230,25,2,0,3,7,36,3,0,1,0,0,0,0,0
9267,156,-1,15,1,0,3,3,32,2,0,1,0,0,0,0,0
9268,133,2,13,1,0,3,2,52,2,0,1,0,0,0,0,0
9269,158,0,15,1,0,3,0,26,2,0,1,0,0,0,0,0
9270,-163,633,65,5,0,3,0,0,3,0,1,0,0,0,0,0
9271,-135,140,19,4,0,4,9,59,2,0,1,0,0,0,0,0
9272,151,132,20,2,0,4,9,20,2,0,1,0,0,0,0,0
9273,0,0,0,0,0,4,8,20,2,1,0,1,0,0,0,0
9274,-28,179,18,0,0,4,6,59,2,0,1,0,0,0,0,0
9275,213,125,24,2,0,4,4,31,3,0,1,0,0,0,0,0
9276,0,0,0,0,0,4,1,21,2,1,0,1,0,0,0,0
9277,-197,252,31,4,0,4,0,2,3,0,1,0,0,0,0,0
9278,92,133,16,2,0,1,11,43,2,0,1,0,0,0,0,0
9279,-177,91,19,3,0,1,8,29,2,0,1,0,0,0,0,0
9280,-154,164,22,4,0,1,7,2,2,0,1,0,0,0,0,0
9281,159,15,15,1,0,1,3,58,2,0,1,0,0,0,0,0
9282,-3,-6,0,0,0,1,1,42,2,1,0,1,0,0,0,0
9283,149,92,17,1,0,1,0,40,2,0,1,0,0,0,0,0
9284,161,81,18,1,0,1,0,3,2,0,1,0,0,0,0,0
9285,144,23,14,1,0,2,10,11,2,0,1,0,0,0,0,0
9286,-192,112,22,3,0,2,5,24,2,0,1,0,0,0,0,0
9287,161,99,18,1,0,2,3,37,2,0,1,0,0,0,0,0
9288,176,-34,17,1,0,2,2,37,2,0,1,0,0,0,0,0
9289,-149,196,24,4,0,2,2,7,3,0,1,0,0,0,0,0
9290,176,95,20,1,0,2,0,43,2,0,1,0,0,0,0,0
9291,189,40,19,1,0,2,0,3,2,0,1,0,0,0,0,0
9292,-225,-11,22,3,0,2,0,0,3,0,1,0,0,0,0,0
9293,200,-31,20,1,0,3,11,8,2,0,1,0,0,0,0,0
9294,-16,2,1,0,0,3,9,6,2,1,0,1,0,0,0,0
9295,-204,-23,20,3,0,3,8,37,2,0,1,0,0,0,0,0
9296,164,-26,16,1,0,3,6,8,2,0,1,0,0,0,0,0
9297,-199,-29,20,3,0,3,4,52,2,0,1,0,0,0,0,0
9298,-85,164,18,4,0,3,1,56,2,0,1,0,0,0,0,0
9299,92,225,24,2,0,3,1,16,3,0,1,0,0,0,0,0
9300,-2,-5,0,0,0,4,11,42,2,1,0,1,0,0,0,0
9301,-94,15,9,3,0,4,10,12,2,0,1,0,0,0,0,0
9302,-168,-39,17,3,0,4,9,1,2,0,1,0,0,0,0,0
9303,-176,-28,17,3,0,4,8,50,2,0,1,0,0,0,0,0
9304,3,-5,0,0,0,4,8,19,2,1,0,1,0,0,0,0
9305,-11,206,20,0,0,4,6,4,2,0,1,0,0,0,0,0
9306,117,138,18,2,0,4,3,52,2,0,1,0,0,0,0,0
9307,-212,-5,21,3,0,4,2,55,2,0,1,0,0,0,0,0
9308,164,82,18,1,0,4,1,33,2,0,1,0,0,0,0,0
9309,202,-26,20,1,0,4,0,57,2,0,1,0,0,0,0,0
9310,-227,209,30,4,0,4,0,0,3,0,1,0,0,0,0,0
9311,-154,100,18,3,0,1,11,1,2,0,1,0,0,0,0,0
9312,184,46,18,1,0,1,9,39,2,0,1,0,0,0,0,0
9313,44,112,12,0,0,1,9,18,2,0,1,0,0,0,0,0
9314,-148,72,16,3,0,1,9,15,2,0,1,0,0,0,0,0
9315,8,0,0,0,0,1,8,17,2,1,0,1,0,0,0,0
9316,54,164,17,2,0,1,7,37,2,0,1,0,0,0,0,0
9317,-102,68,12,3,0,1,5,21,2,0,1,0,0,0,0,0
9318,0,45,4,0,0,1,4,41,2,0,1,0,0,0,0,0
9319,23,2,2,0,0,1,2,48,2,1,0,1,0,0,0,0
9320,197,109,22,1,0,1,0,44,2,0,1,0,0,0,0,0
9321,156,212,26,2,0,1,0,34,3,0,1,0,0,0,0,0
9322,-5,100,10,0,0,1,0,17,2,0,1,0,0,0,0,0
9323,156,204,25,2,0,2,6,45,3,0,1,0,0,0,0,0
9324,161,120,20,2,0,2,5,48,2,0,1,0,0,0,0,0
9325,-21,15,2,0,0,2,5,14,2,1,0,1,0,0,0,0
9326,200,151,25,2,0,2,2,22,3,0,1,0,0,0,0,0
9327,-15,5,1,0,0,2,2,8,2,2,0,0,1,0,0,0
9328,-159,69,17,3,0,2,1,40,2,0,1,0,0,0,0,0
9329,20,5,2,0,0,2,1,11,2,1,0,1,0,0,0,0
9330,172,184,25,2,0,2,0,23,3,0,1,0,0,0,0,0
9331,-184,114,21,3,0,3,10,18,2,0,1,0,0,0,0,0
9332,1,-5,0,0,0,3,9,35,2,2,0,0,1,0,0,0
9333,-130,222,25,4,0,3,8,31,3,0,1,0,0,0,0,0
9334,-164,38,16,3,0,3,7,52,2,0,1,0,0,0,0,0
9335,-57,64,8,3,0,3,7,22,2,0,1,0,0,0,0,0
9336,164,58,17,1,0,3,6,47,2,0,1,0,0,0,0,0
9337,-5,7,0,0,0,3,6,15,2,1,0,1,0,0,0,0
9338,-15,5,1,0,0,3,5,38,2,1,0,1,0,0,0,0
9339,-105,140,17,4,0,3,3,8,2,0,1,0,0,0,0,0
9340,177,23,17,1,0,4,10,44,2,0,1,0,0,0,0,0
9341,-145,81,16,3,0,4,9,9,2,0,1,0,0,0,0,0
9342,161,66,17,1,0,4,8,25,2,0,1,0,0,0,0,0
9343,189,13,18,1,0,4,7,29,2,0,1,0,0,0,0,0
9344,0,201,20,0,0,4,6,35,2,0,1,0,0,0,0,0
